"Alue,""Sukupuoli"",""Koulutusaste"",""15 vuotta tayttaneet yhteensa 2021"",""15-24-vuotiaat 2021"",""25-44-vuotiaat 2021"",""45-64-vuotiaat 2021"",""Yli 65-vuotiaat 2021"""
"091 287 Verajalaakso,""Miehet"",""Tutkinnon suorittaneita yhteensa"",313,15,138,137,23"
"091 287 Verajalaakso,""Miehet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",170,15,68,73,14"
"091 287 Verajalaakso,""Miehet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",90,0,41,44,5"
"091 287 Verajalaakso,""Miehet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",53,0,29,20,4"
"091 287 Verajalaakso,""Miehet"",""Perusaste tai tuntematon"",123,47,31,26,19"
"091 287 Verajalaakso,""Naiset"",""Kaikki koulutusasteet"",541,49,201,201,90"
"091 287 Verajalaakso,""Naiset"",""Tutkinnon suorittaneita yhteensa"",396,12,166,164,54"
"091 287 Verajalaakso,""Naiset"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",175,12,69,61,33"
"091 287 Verajalaakso,""Naiset"",""5-6 Alin korkea- ja alempi korkeakouluaste"",142,0,49,73,20"
"091 287 Verajalaakso,""Naiset"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",79,0,48,30,1"
"091 287 Verajalaakso,""Naiset"",""Perusaste tai tuntematon"",145,37,35,37,36"
"091 405 Ita-Pakilan peruspiiri,""Molemmat sukupuolet"",""Kaikki koulutusasteet"",2906,350,867,1053,636"
"091 405 Ita-Pakilan peruspiiri,""Molemmat sukupuolet"",""Tutkinnon suorittaneita yhteensa"",2354,102,800,952,500"
"091 405 Ita-Pakilan peruspiiri,""Molemmat sukupuolet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",765,97,252,267,149"
"091 405 Ita-Pakilan peruspiiri,""Molemmat sukupuolet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",798,4,271,329,194"
"091 405 Ita-Pakilan peruspiiri,""Molemmat sukupuolet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",791,1,277,356,157"
"091 405 Ita-Pakilan peruspiiri,""Molemmat sukupuolet"",""Perusaste tai tuntematon"",552,248,67,101,136"
"091 405 Ita-Pakilan peruspiiri,""Miehet"",""Kaikki koulutusasteet"",1458,207,419,527,305"
"091 405 Ita-Pakilan peruspiiri,""Miehet"",""Tutkinnon suorittaneita yhteensa"",1152,66,376,463,247"
"091 405 Ita-Pakilan peruspiiri,""Miehet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",443,63,155,156,69"
"091 405 Ita-Pakilan peruspiiri,""Miehet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",336,2,111,138,85"
"091 405 Ita-Pakilan peruspiiri,""Miehet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",373,1,110,169,93"
"091 405 Ita-Pakilan peruspiiri,""Miehet"",""Perusaste tai tuntematon"",306,141,43,64,58"
"091 405 Ita-Pakilan peruspiiri,""Naiset"",""Kaikki koulutusasteet"",1448,143,448,526,331"
"091 405 Ita-Pakilan peruspiiri,""Naiset"",""Tutkinnon suorittaneita yhteensa"",1202,36,424,489,253"
"091 405 Ita-Pakilan peruspiiri,""Naiset"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",322,34,97,111,80"
"091 405 Ita-Pakilan peruspiiri,""Naiset"",""5-6 Alin korkea- ja alempi korkeakouluaste"",462,2,160,191,109"
"091 405 Ita-Pakilan peruspiiri,""Naiset"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",418,0,167,187,64"
"091 405 Ita-Pakilan peruspiiri,""Naiset"",""Perusaste tai tuntematon"",246,107,24,37,78"
"091 342 Ita-Pakila,""Molemmat sukupuolet"",""Kaikki koulutusasteet"",2706,317,783,981,625"
"091 342 Ita-Pakila,""Molemmat sukupuolet"",""Tutkinnon suorittaneita yhteensa"",2210,97,728,890,495"
"091 342 Ita-Pakila,""Molemmat sukupuolet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",695,92,212,247,144"
"091 342 Ita-Pakila,""Molemmat sukupuolet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",758,4,250,310,194"
"091 342 Ita-Pakila,""Molemmat sukupuolet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",757,1,266,333,157"
"091 342 Ita-Pakila,""Molemmat sukupuolet"",""Perusaste tai tuntematon"",496,220,55,91,130"
"091 342 Ita-Pakila,""Miehet"",""Kaikki koulutusasteet"",1361,189,382,489,301"
"091 342 Ita-Pakila,""Miehet"",""Tutkinnon suorittaneita yhteensa"",1084,62,347,430,245"
"091 342 Ita-Pakila,""Miehet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",408,59,137,145,67"
"091 342 Ita-Pakila,""Miehet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",321,2,105,129,85"
"091 342 Ita-Pakila,""Miehet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",355,1,105,156,93"
"091 342 Ita-Pakila,""Miehet"",""Perusaste tai tuntematon"",277,127,35,59,56"
"091 342 Ita-Pakila,""Naiset"",""Kaikki koulutusasteet"",1345,128,401,492,324"
"091 342 Ita-Pakila,""Naiset"",""Tutkinnon suorittaneita yhteensa"",1126,35,381,460,250"
"091 342 Ita-Pakila,""Naiset"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",287,33,75,102,77"
"091 342 Ita-Pakila,""Naiset"",""5-6 Alin korkea- ja alempi korkeakouluaste"",437,2,145,181,109"
"091 342 Ita-Pakila,""Naiset"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",402,0,161,177,64"
"091 342 Ita-Pakila,""Naiset"",""Perusaste tai tuntematon"",219,93,20,32,74"
"091 353 Tuomarinkartano,""Molemmat sukupuolet"",""Kaikki koulutusasteet"",200,33,84,72,11"
"091 353 Tuomarinkartano,""Molemmat sukupuolet"",""Tutkinnon suorittaneita yhteensa"",144,5,72,62,5"
"091 353 Tuomarinkartano,""Molemmat sukupuolet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",70,5,40,20,5"
"091 353 Tuomarinkartano,""Molemmat sukupuolet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",40,0,21,19,0"
"091 353 Tuomarinkartano,""Molemmat sukupuolet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",34,0,11,23,0"
"091 353 Tuomarinkartano,""Molemmat sukupuolet"",""Perusaste tai tuntematon"",56,28,12,10,6"
"091 353 Tuomarinkartano,""Miehet"",""Kaikki koulutusasteet"",97,18,37,38,4"
"091 353 Tuomarinkartano,""Miehet"",""Tutkinnon suorittaneita yhteensa"",68,4,29,33,2"
"091 353 Tuomarinkartano,""Miehet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",35,4,18,11,2"
"091 353 Tuomarinkartano,""Miehet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",15,0,6,9,0"
"091 353 Tuomarinkartano,""Miehet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",18,0,5,13,0"
"091 353 Tuomarinkartano,""Miehet"",""Perusaste tai tuntematon"",29,14,8,5,2"
"091 353 Tuomarinkartano,""Naiset"",""Kaikki koulutusasteet"",103,15,47,34,7"
"091 353 Tuomarinkartano,""Naiset"",""Tutkinnon suorittaneita yhteensa"",76,1,43,29,3"
"091 353 Tuomarinkartano,""Naiset"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",35,1,22,9,3"
"091 353 Tuomarinkartano,""Naiset"",""5-6 Alin korkea- ja alempi korkeakouluaste"",25,0,15,10,0"
"091 353 Tuomarinkartano,""Naiset"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",16,0,6,10,0"
"091 353 Tuomarinkartano,""Naiset"",""Perusaste tai tuntematon"",27,14,4,5,4"
"091 501 Latokartanon peruspiiri,""Molemmat sukupuolet"",""Kaikki koulutusasteet"",20090,2754,8288,5371,3677"
"091 501 Latokartanon peruspiiri,""Molemmat sukupuolet"",""Tutkinnon suorittaneita yhteensa"",14650,1342,6667,4361,2280"
"091 501 Latokartanon peruspiiri,""Molemmat sukupuolet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",6640,1148,2559,1839,1094"
"091 501 Latokartanon peruspiiri,""Molemmat sukupuolet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",4253,183,2016,1279,775"
"091 501 Latokartanon peruspiiri,""Molemmat sukupuolet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",3757,11,2092,1243,411"
"091 501 Latokartanon peruspiiri,""Molemmat sukupuolet"",""Perusaste tai tuntematon"",5440,1412,1621,1010,1397"
"091 501 Latokartanon peruspiiri,""Miehet"",""Kaikki koulutusasteet"",9325,1265,4084,2543,1433"
"091 501 Latokartanon peruspiiri,""Miehet"",""Tutkinnon suorittaneita yhteensa"",6585,533,3139,1986,927"
"091 501 Latokartanon peruspiiri,""Miehet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",3257,475,1375,970,437"
"091 501 Latokartanon peruspiiri,""Miehet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",1700,54,873,494,279"
"091 501 Latokartanon peruspiiri,""Miehet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",1628,4,891,522,211"
"091 501 Latokartanon peruspiiri,""Miehet"",""Perusaste tai tuntematon"",2740,732,945,557,506"
"091 501 Latokartanon peruspiiri,""Naiset"",""Kaikki koulutusasteet"",10765,1489,4204,2828,2244"
"091 501 Latokartanon peruspiiri,""Naiset"",""Tutkinnon suorittaneita yhteensa"",8065,809,3528,2375,1353"
"091 501 Latokartanon peruspiiri,""Naiset"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",3383,673,1184,869,657"
"091 501 Latokartanon peruspiiri,""Naiset"",""5-6 Alin korkea- ja alempi korkeakouluaste"",2553,129,1143,785,496"
"091 501 Latokartanon peruspiiri,""Naiset"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",2129,7,1201,721,200"
"091 501 Latokartanon peruspiiri,""Naiset"",""Perusaste tai tuntematon"",2700,680,676,453,891"
"091 361 Viikinranta,""Molemmat sukupuolet"",""Kaikki koulutusasteet"",1069,48,468,323,230"
"091 361 Viikinranta,""Molemmat sukupuolet"",""Tutkinnon suorittaneita yhteensa"",948,17,447,303,181"
"091 361 Viikinranta,""Molemmat sukupuolet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",240,14,95,81,50"
"091 361 Viikinranta,""Molemmat sukupuolet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",320,2,137,99,82"
"091 361 Viikinranta,""Molemmat sukupuolet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",388,1,215,123,49"
"091 361 Viikinranta,""Molemmat sukupuolet"",""Perusaste tai tuntematon"",121,31,21,20,49"
"091 361 Viikinranta,""Miehet"",""Kaikki koulutusasteet"",495,20,221,162,92"
"091 361 Viikinranta,""Miehet"",""Tutkinnon suorittaneita yhteensa"",433,8,208,148,69"
"091 361 Viikinranta,""Miehet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",134,7,65,50,12"
"091 361 Viikinranta,""Miehet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",132,0,51,47,34"
"091 361 Viikinranta,""Miehet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",167,1,92,51,23"
"091 361 Viikinranta,""Miehet"",""Perusaste tai tuntematon"",62,12,13,14,23"
"091 361 Viikinranta,""Naiset"",""Kaikki koulutusasteet"",574,28,247,161,138"
"091 361 Viikinranta,""Naiset"",""Tutkinnon suorittaneita yhteensa"",515,9,239,155,112"
"091 361 Viikinranta,""Naiset"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",106,7,30,31,38"
"091 361 Viikinranta,""Naiset"",""5-6 Alin korkea- ja alempi korkeakouluaste"",188,2,86,52,48"
"091 361 Viikinranta,""Naiset"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",221,0,123,72,26"
"091 361 Viikinranta,""Naiset"",""Perusaste tai tuntematon"",59,19,8,6,26"
"091 362 Latokartano,""Molemmat sukupuolet"",""Kaikki koulutusasteet"",7360,1113,3153,2073,1021"
"091 362 Latokartano,""Molemmat sukupuolet"",""Tutkinnon suorittaneita yhteensa"",5631,492,2687,1781,671"
"091 362 Latokartano,""Molemmat sukupuolet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",2244,424,926,615,279"
"091 362 Latokartano,""Molemmat sukupuolet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",1613,66,788,525,234"
"091 362 Latokartano,""Molemmat sukupuolet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",1774,2,973,641,158"
"091 362 Latokartano,""Molemmat sukupuolet"",""Perusaste tai tuntematon"",1729,621,466,292,350"
"091 362 Latokartano,""Miehet"",""Kaikki koulutusasteet"",3301,515,1462,955,369"
"091 362 Latokartano,""Miehet"",""Tutkinnon suorittaneita yhteensa"",2464,192,1201,802,269"
"091 362 Latokartano,""Miehet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",1050,172,452,319,107"
"091 362 Latokartano,""Miehet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",652,19,337,214,82"
"091 362 Latokartano,""Miehet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",762,1,412,269,80"
"091 362 Latokartano,""Miehet"",""Perusaste tai tuntematon"",837,323,261,153,100"
"091 362 Latokartano,""Naiset"",""Kaikki koulutusasteet"",4059,598,1691,1118,652"
"091 362 Latokartano,""Naiset"",""Tutkinnon suorittaneita yhteensa"",3167,300,1486,979,402"
"091 362 Latokartano,""Naiset"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",1194,252,474,296,172"
"091 362 Latokartano,""Naiset"",""5-6 Alin korkea- ja alempi korkeakouluaste"",961,47,451,311,152"
"091 362 Latokartano,""Naiset"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",1012,1,561,372,78"
"091 362 Latokartano,""Naiset"",""Perusaste tai tuntematon"",892,298,205,139,250"
"091 363 Viikin tiedepuisto,""Molemmat sukupuolet"",""Kaikki koulutusasteet"",1101,418,579,70,34"
"091 363 Viikin tiedepuisto,""Molemmat sukupuolet"",""Tutkinnon suorittaneita yhteensa"",896,345,471,56,24"
"091 363 Viikin tiedepuisto,""Molemmat sukupuolet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",447,276,143,16,12"
"091 363 Viikin tiedepuisto,""Molemmat sukupuolet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",255,64,165,23,3"
"091 363 Viikin tiedepuisto,""Molemmat sukupuolet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",194,5,163,17,9"
"091 363 Viikin tiedepuisto,""Molemmat sukupuolet"",""Perusaste tai tuntematon"",205,73,108,14,10"
"091 363 Viikin tiedepuisto,""Miehet"",""Kaikki koulutusasteet"",536,155,327,36,18"
"091 363 Viikin tiedepuisto,""Miehet"",""Tutkinnon suorittaneita yhteensa"",425,126,259,27,13"
"091 363 Viikin tiedepuisto,""Miehet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",222,107,101,8,6"
"091 363 Viikin tiedepuisto,""Miehet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",103,18,77,7,1"
"091 363 Viikin tiedepuisto,""Miehet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",100,1,81,12,6"
"091 363 Viikin tiedepuisto,""Miehet"",""Perusaste tai tuntematon"",111,29,68,9,5"
"091 363 Viikin tiedepuisto,""Naiset"",""Kaikki koulutusasteet"",565,263,252,34,16"
"091 363 Viikin tiedepuisto,""Naiset"",""Tutkinnon suorittaneita yhteensa"",471,219,212,29,11"
"091 363 Viikin tiedepuisto,""Naiset"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",225,169,42,8,6"
"091 363 Viikin tiedepuisto,""Naiset"",""5-6 Alin korkea- ja alempi korkeakouluaste"",152,46,88,16,2"
"091 363 Viikin tiedepuisto,""Naiset"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",94,4,82,5,3"
"091 363 Viikin tiedepuisto,""Naiset"",""Perusaste tai tuntematon"",94,44,40,5,5"
"091 364 Viikinmaki,""Molemmat sukupuolet"",""Kaikki koulutusasteet"",2313,255,984,736,338"
"091 364 Viikinmaki,""Molemmat sukupuolet"",""Tutkinnon suorittaneita yhteensa"",1783,92,849,616,226"
"091 364 Viikinmaki,""Molemmat sukupuolet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",763,83,323,253,104"
"091 364 Viikinmaki,""Molemmat sukupuolet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",570,9,276,203,82"
"091 364 Viikinmaki,""Molemmat sukupuolet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",450,0,250,160,40"
"091 364 Viikinmaki,""Molemmat sukupuolet"",""Perusaste tai tuntematon"",530,163,135,120,112"
"091 364 Viikinmaki,""Miehet"",""Kaikki koulutusasteet"",1028,128,445,332,123"
"091 364 Viikinmaki,""Miehet"",""Tutkinnon suorittaneita yhteensa"",773,43,372,271,87"
"091 364 Viikinmaki,""Miehet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",357,39,154,126,38"
"091 364 Viikinmaki,""Miehet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",223,4,117,71,31"
"091 364 Viikinmaki,""Miehet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",193,0,101,74,18"
"091 364 Viikinmaki,""Miehet"",""Perusaste tai tuntematon"",255,85,73,61,36"
"091 364 Viikinmaki,""Naiset"",""Kaikki koulutusasteet"",1285,127,539,404,215"
"091 364 Viikinmaki,""Naiset"",""Tutkinnon suorittaneita yhteensa"",1010,49,477,345,139"
"091 364 Viikinmaki,""Naiset"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",406,44,169,127,66"
"091 364 Viikinmaki,""Naiset"",""5-6 Alin korkea- ja alempi korkeakouluaste"",347,5,159,132,51"
"091 364 Viikinmaki,""Naiset"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",257,0,149,86,22"
"091 364 Viikinmaki,""Naiset"",""Perusaste tai tuntematon"",275,78,62,59,76"
"091 383 Pihlajamaki,""Molemmat sukupuolet"",""Kaikki koulutusasteet"",6140,697,2378,1643,1422"
"091 383 Pihlajamaki,""Molemmat sukupuolet"",""Tutkinnon suorittaneita yhteensa"",3984,283,1685,1214,802"
"091 383 Pihlajamaki,""Molemmat sukupuolet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",2163,245,821,661,436"
"091 383 Pihlajamaki,""Molemmat sukupuolet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",1118,35,499,327,257"
"091 383 Pihlajamaki,""Molemmat sukupuolet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",703,3,365,226,109"
"091 383 Pihlajamaki,""Molemmat sukupuolet"",""Perusaste tai tuntematon"",2156,414,693,429,620"
"091 383 Pihlajamaki,""Miehet"",""Kaikki koulutusasteet"",3009,352,1272,814,571"
"091 383 Pihlajamaki,""Miehet"",""Tutkinnon suorittaneita yhteensa"",1857,116,848,563,330"
"091 383 Pihlajamaki,""Miehet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",1104,103,466,353,182"
"091 383 Pihlajamaki,""Miehet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",452,12,226,121,93"
"091 383 Pihlajamaki,""Miehet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",301,1,156,89,55"
"091 383 Pihlajamaki,""Miehet"",""Perusaste tai tuntematon"",1152,236,424,251,241"
"091 383 Pihlajamaki,""Naiset"",""Kaikki koulutusasteet"",3131,345,1106,829,851"
"091 383 Pihlajamaki,""Naiset"",""Tutkinnon suorittaneita yhteensa"",2127,167,837,651,472"
"091 383 Pihlajamaki,""Naiset"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",1059,142,355,308,254"
"091 383 Pihlajamaki,""Naiset"",""5-6 Alin korkea- ja alempi korkeakouluaste"",666,23,273,206,164"
"091 383 Pihlajamaki,""Naiset"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",402,2,209,137,54"
"091 383 Pihlajamaki,""Naiset"",""Perusaste tai tuntematon"",1004,178,269,178,379"
"091 386 Pihlajisto,""Molemmat sukupuolet"",""Kaikki koulutusasteet"",2107,223,726,526,632"
"091 386 Pihlajisto,""Molemmat sukupuolet"",""Tutkinnon suorittaneita yhteensa"",1408,113,528,391,376"
"091 386 Pihlajisto,""Molemmat sukupuolet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",783,106,251,213,213"
"091 386 Pihlajisto,""Molemmat sukupuolet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",377,7,151,102,117"
"091 386 Pihlajisto,""Molemmat sukupuolet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",248,0,126,76,46"
"091 386 Pihlajisto,""Molemmat sukupuolet"",""Perusaste tai tuntematon"",699,110,198,135,256"
"091 386 Pihlajisto,""Miehet"",""Kaikki koulutusasteet"",956,95,357,244,260"
"091 386 Pihlajisto,""Miehet"",""Tutkinnon suorittaneita yhteensa"",633,48,251,175,159"
"091 386 Pihlajisto,""Miehet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",390,47,137,114,92"
"091 386 Pihlajisto,""Miehet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",138,1,65,34,38"
"091 386 Pihlajisto,""Miehet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",105,0,49,27,29"
"091 386 Pihlajisto,""Miehet"",""Perusaste tai tuntematon"",323,47,106,69,101"
"091 386 Pihlajisto,""Naiset"",""Kaikki koulutusasteet"",1151,128,369,282,372"
"091 386 Pihlajisto,""Naiset"",""Tutkinnon suorittaneita yhteensa"",775,65,277,216,217"
"091 386 Pihlajisto,""Naiset"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",393,59,114,99,121"
"091 386 Pihlajisto,""Naiset"",""5-6 Alin korkea- ja alempi korkeakouluaste"",239,6,86,68,79"
"091 386 Pihlajisto,""Naiset"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",143,0,77,49,17"
"091 386 Pihlajisto,""Naiset"",""Perusaste tai tuntematon"",376,63,92,66,155"
"091 502 Pukinmaen peruspiiri,""Molemmat sukupuolet"",""Kaikki koulutusasteet"",7429,817,2836,1916,1860"
"091 502 Pukinmaen peruspiiri,""Molemmat sukupuolet"",""Tutkinnon suorittaneita yhteensa"",5355,394,2275,1488,1198"
"091 502 Pukinmaen peruspiiri,""Molemmat sukupuolet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",2670,346,1011,742,571"
"091 502 Pukinmaen peruspiiri,""Molemmat sukupuolet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",1695,43,723,478,451"
"091 502 Pukinmaen peruspiiri,""Molemmat sukupuolet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",990,5,541,268,176"
"091 502 Pukinmaen peruspiiri,""Molemmat sukupuolet"",""Perusaste tai tuntematon"",2074,423,561,428,662"
"091 502 Pukinmaen peruspiiri,""Miehet"",""Kaikki koulutusasteet"",3416,403,1446,874,693"
"091 502 Pukinmaen peruspiiri,""Miehet"",""Tutkinnon suorittaneita yhteensa"",2395,172,1118,644,461"
"091 502 Pukinmaen peruspiiri,""Miehet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",1308,162,570,355,221"
"091 502 Pukinmaen peruspiiri,""Miehet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",653,8,319,170,156"
"091 502 Pukinmaen peruspiiri,""Miehet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",434,2,229,119,84"
"091 502 Pukinmaen peruspiiri,""Miehet"",""Perusaste tai tuntematon"",1021,231,328,230,232"
"091 502 Pukinmaen peruspiiri,""Naiset"",""Kaikki koulutusasteet"",4013,414,1390,1042,1167"
"091 502 Pukinmaen peruspiiri,""Naiset"",""Tutkinnon suorittaneita yhteensa"",2960,222,1157,844,737"
"091 502 Pukinmaen peruspiiri,""Naiset"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",1362,184,441,387,350"
"091 502 Pukinmaen peruspiiri,""Naiset"",""5-6 Alin korkea- ja alempi korkeakouluaste"",1042,35,404,308,295"
"091 502 Pukinmaen peruspiiri,""Naiset"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",556,3,312,149,92"
"091 502 Pukinmaen peruspiiri,""Naiset"",""Perusaste tai tuntematon"",1053,192,233,198,430"
"091 370 Pukinmaki,""Molemmat sukupuolet"",""Kaikki koulutusasteet"",7429,817,2836,1916,1860"
"091 370 Pukinmaki,""Molemmat sukupuolet"",""Tutkinnon suorittaneita yhteensa"",5355,394,2275,1488,1198"
"091 370 Pukinmaki,""Molemmat sukupuolet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",2670,346,1011,742,571"
"091 370 Pukinmaki,""Molemmat sukupuolet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",1695,43,723,478,451"
"091 370 Pukinmaki,""Molemmat sukupuolet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",990,5,541,268,176"
"091 370 Pukinmaki,""Molemmat sukupuolet"",""Perusaste tai tuntematon"",2074,423,561,428,662"
"091 370 Pukinmaki,""Miehet"",""Kaikki koulutusasteet"",3416,403,1446,874,693"
"091 370 Pukinmaki,""Miehet"",""Tutkinnon suorittaneita yhteensa"",2395,172,1118,644,461"
"091 370 Pukinmaki,""Miehet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",1308,162,570,355,221"
"091 370 Pukinmaki,""Miehet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",653,8,319,170,156"
